id,tweet_text,labeled_brand_or_product,detected_emotion,human_sentiment
6754,RT @mention YES! updated #iPhone app has song info @mention 24/7 stream +others also live video streaming for #SXSW {link},iPad or iPhone App,Positive emotion,positive
6755,RT @mention YES! updated iPhone app has song info  @mention 24/7 stream +others also live video streaming for #SXSW {link},iPad or iPhone App,Positive emotion,positive
6756,RT @mention YES! updated iPhone app has song info @mention 24/7 stream +others also live video streaming for #SXSW {link},iPad or iPhone App,Positive emotion,positive
6757,RT @mention Yesterday was fantastic @mention #SXSW &amp;Apple iPad 2 launch. But let's all take a moment 2honor those who have suffered in Japan.,iPad,Positive emotion,positive
6758,RT @mention Yikes. Google is launching 'Circles' today at #sxsw? {link},,No emotion toward brand or product,neutral
6759,RT @mention You can download a free @mention sampler of some of the bands playing at #SXSW here: {link},,No emotion toward brand or product,neutral
6760,"RT @mention you know you are on the plane to #SXSW when u become Facebook friends with your seatmate. He added me on his iPad, I added him on my laptop",,No emotion toward brand or product,neutral
6761,Don't be on your iPhone up to going to sleep. Prepare for sleep for 30-45 minutes before #SXSW ^PR,,No emotion toward brand or product,neutral
6762,Get them on your pop-up Apple Store iPad 2! RT @mention RT @mention �� A complete #SXSW 2011 foursquare badge list {link},,No emotion toward brand or product,neutral
6763,RT @mention Zazzle is gearing up to hit #SXSW! Look out for our tweets on where you can come by to create your own iPhone case! #zazzlesxsw,,No emotion toward brand or product,neutral
6764,"RT @mention Zazzle is officially at #SXSW! Come by the @mention Grille, mention #zazzlsxsw and you�۪ll get to make your own iPhone case!",iPhone,Positive emotion,positive
6765,"RT @mention Zazzle is officially at #SXSW! Come by the @mention Grille, mention us with #zazzlsxsw and you�۪ll get to make your own iPhone case!",,Positive emotion,positive
6766,"1st session, Designing iPad Interfaces {link} #SXSW #UXDes",,No emotion toward brand or product,neutral
6767,"#sxsw iPhone app: control mania! Half of the screen used for buttons and filters, other half for content. #ui-fail",iPad or iPhone App,Negative emotion,negative
6768,These iPhone apps will keep you grooving at #SXSW 2011 | @mention {link},iPad or iPhone App,Positive emotion,positive
6769,These iPhone apps will keep you grooving at #SXSW 2011 | @mention {link} via  @mention,iPad or iPhone App,Positive emotion,positive
6770,For everyone at #SXSW here is a map of my favorite places in Austin {link} @mention @mention @mention,,No emotion toward brand or product,neutral
6771,Will someone buy my iPad v1 while I wait in line to get v2 tomorrow? #SXSW,iPad,Positive emotion,positive
6772,"Fuck. iPhone crapped out, will not charge at all. Says it is charging, but at 5% after all night. What are my options in Austin? #sxsw",iPhone,Negative emotion,negative
6773,@mention one of the must have apps to survive #SXSW {link}  Join our #SXSWbarcrawl during #SXSWi,iPad or iPhone App,Positive emotion,positive
6774,Fuzzy iphone picture of Jake Gyllenhaal and Duncan Jones more pictures soon BigDplace.com #sxsw {link},,No emotion toward brand or product,neutral
6775,"Did some one say free music? Did someone say free @mention music!? Yes, yes they did. {link} #SXSW #FreeMusic",,No emotion toward brand or product,neutral
6776,&quot;No one says 'I'm Apple' or 'I'm Drupal' - in my tribe I know people will care for my children &amp; that is powerful&quot; @mention #DgtlTribe #SXSW,,No emotion toward brand or product,neutral
6777,"#SXSW iPhone tip, turn off 3G to get good service/data",,No emotion toward brand or product,neutral
6778,FOUND iPHONE: Ballroom D just now. Volunteer at door has it. #sxsw #sxswi,,No emotion toward brand or product,neutral
6779,Just got one! RT @mention Waiting in line at an Apple Store? Check in and you just might find a new item :) #SXSW {link},,No emotion toward brand or product,neutral
6780,"So the phones around me are Blackberry, iphone and android a distant third. #sxsw",,No emotion toward brand or product,neutral
6781,"Tip for conference goers everywhere: bring iPad, leave laptop at hotel. I've had no battery and a sore shoulder all week! #sxsw",iPad,Positive emotion,positive
6782,"Free 22 song #SXSW iTunes playlist! #BrightEyes, #TheCivilWars, #Glove and many others: {link}",,No emotion toward brand or product,neutral
6783,"amusing long lines at the temp apple store, the starbu cks acrosse the street is where most people seem to unpack theirs ;) #sxsw",Apple,Positive emotion,positive
6784,6th and Congress in the Scarborough bldg. RT @mention So where is this temporary apple store setup? #sxsw,,No emotion toward brand or product,neutral
6785,6th and Congress. Dude is creatively saving up for an iPad 2!  Www.socialmediabum.tumblr.com #sxsw {link},iPad,Positive emotion,positive
6786,@mention Only Google's disavowal of its planned launch at #sxsw.,Google,No emotion toward brand or product,neutral
6787,Am I the only one left with an iPad 1 #sxsw,,No emotion toward brand or product,neutral
6788,"We will connect to it too! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",,No emotion toward brand or product,neutral
6789,Guy in front of the Apple store in Austin is reading from the bible.  Wondering when someone would give him an iPAD with a bible app #sxsw,,No emotion toward brand or product,neutral
6790,Awesome conversations and networking while on line at #SXSW Apple Store.,Apple,Positive emotion,positive
6791,Is iPad too big for it? RT @mention My takeaway from #sxsw? Mobile is absolutely necessary now for brand relevancy {link},,No emotion toward brand or product,neutral
6792,Tons of good music from @mention and more on this FREE #SXSW sampler via @mention {link},,No emotion toward brand or product,neutral
6793,"This is good news...Google's route around traffic function saves users 2 years EVERY DAY.from Marissa Mayer at #sxsw
via @mention",Google,Positive emotion,positive
6794,So many good places in here RT @mention if you're racing around #sxsw you best be fueling up with great local fare {link},,No emotion toward brand or product,neutral
6795,Social proof is a powerful marketing motivator -- you see white earbud headphones and cables and you know: Apple is here. @mention #sxsw,Apple,Positive emotion,positive
6796,Hotpot #google #marissameyer what is next #Clevelandsteamer. #sxsw,,No emotion toward brand or product,neutral
6797,Apple + Google + Zappos are corporations always founded with this different and important ideas. #rhjr_ux5 #sxsw,,No emotion toward brand or product,neutral
6798,I think google circles was an effect of crop `circle` #SXSW #randomly,,I can't tell,neutral
6799,Is this Google Circles? {link} #Google #SXSW,,No emotion toward brand or product,neutral
6800,"What is google circles?? ���@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw�۝",,No emotion toward brand or product,neutral
6801,At the #google hacker party at #sxsw. Good times with #cle #startupbus.,,No emotion toward brand or product,neutral
6802,"Demo of Google Hotpot at #bettersearch panel: still pull search, but personalized. Not yet serendipitous? #SXSW",,No emotion toward brand or product,neutral
6803,After a Google image search Jayden Boy recognized @mention as the man from the Nikon camera commercials. #SXSW #SXSWNikon #HISXSW,,No emotion toward brand or product,neutral
6804,"How can google load those maps so fast, yet I can barely post a tweet haha #sxsw",,I can't tell,neutral
6805,"40% of #Google Maps usage from mobile devices, said @mention at #SXSW. {link} /via @mention #gmaps",,No emotion toward brand or product,neutral
6806,Buzz to Google Me to Google Circles... Is there a social media shakedown brewing? If anything go hear The Head and The Heart at #SXSW!,,No emotion toward brand or product,neutral
6807,So many Google products. isn't it time to  transition them down the chain and into  features? But features of what product? #SXSW,Other Google product or service,Positive emotion,positive
6808,20% of #google searches are for local information. #Mayer #sxsw,,No emotion toward brand or product,neutral
6809,{link} #Google to launch major new social network called 'Circles'! #Social Networking back to basics. #SXSW,,No emotion toward brand or product,neutral
6810,Damn it Google! Your glow-in-the-dark cup leaked glow-in-the-dark goo in my camera bag! #SXSW,Google,Negative emotion,negative
6811,Leaving Google's Marissa Mayer Keynote. Interesting details on user adoption of location-aware services. #sxsw,Google,Positive emotion,positive
6812,Rt #facebook hit an adoption tipping point...low chance of success&quot;@mention Google 2 Launch New Social Network Called  #sxsw,,No emotion toward brand or product,neutral
6813,jqTouch looks amazing. It has an Apple theme that makes web pages look just like native iPhone apps. #sxsw #geekery,iPad or iPhone App,Positive emotion,positive
6814,It just looks stupid to take pix with an iPad 2 - believe me guys  #sxsw,iPad,Negative emotion,negative
6815,all the cool apps coming out at #SXSW are making me miss my iPhone 4 in a big way,iPad or iPhone App,Positive emotion,positive
6816,Kind of cool: someone is trying to do screen mirroring of an iPad via a camera - there is an HDMI cable for that gents #sxsw,iPad,Positive emotion,positive
6817,That is cool! RT @mention Coolest iPad case ever!  It's an etch-a-sketch #sxsw  {link} via @mention,,Positive emotion,positive
6818,Line at pop up Apple store in Austin. First person was here at 6 a.m.they have to wait until 5 p.m. #SXSW #ipad2  {link},Apple,No emotion toward brand or product,neutral
6819,"Apple's pop up shop on Lavaca and 6th #sxsw yes, the line wraps around the block (@mention Apple Store, SXSW) {link}",,No emotion toward brand or product,neutral
6820,Apple's pop up store in Austin just took shape this week. Now that's what I call a pop-up. #sxsw,,No emotion toward brand or product,neutral
6821,"Apple's pop up store on sixth street STILL has a giant line in front of it, people waiting for their iPad 2 #apple #sxsw #insanity",,No emotion toward brand or product,neutral
6822,"After a pop-up Apple Store, #sxsw should have a pop-up bar called #dickbar",,No emotion toward brand or product,neutral
6823,Apple's pop-up store at #SXSW on the day of the iPad2 release could be the most genius move in marketing history.,Apple,Positive emotion,positive
6824,Apple's pop-up store for #SXSW is just like what girl scouts do by planting themselves next to bank ATMS. CA$H MONEY #thinmints,Apple,Positive emotion,positive
6825,Apple's pop-up store plans for #SXSW in Austin {link},Apple,Positive emotion,positive
6826,Apple to Open 'Pop Up' Temporary Store at #SXSW for iPad 2 Launch {link} via @mention,,No emotion toward brand or product,neutral
6827,Apple to open &quot;popup&quot; guerrilla store on 6th and Congress for #SXSW in Austin. Wonder what they're selling? {link},,No emotion toward brand or product,neutral
6828,Apple to open a pop-up store at #SXSW so wannabe-hipsters can feel at home being near their fav store {link},Apple,Positive emotion,positive
6829,Apple to open a pop-up store downtown Austin (1st floor of my bldg at 6th &amp; congress) for #SXSW and the iPad 2 launch #morefunpeoplewatching,,No emotion toward brand or product,neutral
6830,Apple to open iPad2 popup shop @mention core of SXSW action. Brilliant to bring hot shiny new toy to #SXSW peeps {link},iPad,Positive emotion,positive
